SEF	1.0.0	NA	NA	NA	NA	NA	NA
ID	Europe_Rovereto_3	NA	NA	NA	NA	NA	NA
Name	Rovereto	NA	NA	NA	NA	NA	NA
Lat	45.9	NA	NA	NA	NA	NA	NA
Lon	11.05	NA	NA	NA	NA	NA	NA
Alt	210	NA	NA	NA	NA	NA	NA
Source	PALAEO-RA	NA	NA	NA	NA	NA	NA
Link	NA	NA	NA	NA	NA	NA	NA
Vbl	p	NA	NA	NA	NA	NA	NA
Stat	point	NA	NA	NA	NA	NA	NA
Units	hPa	NA	NA	NA	NA	NA	NA
Meta	PTC=Y | PGC=Y	NA	NA	NA	NA	NA	NA
Year	Month	Day	Hour	Minute	Period	Value	Meta
1860	7	2	13	0	0	995.73	orig=331.09l|orig.time=2
1860	7	13	13	0	0	980.85	orig=326.14l|orig.time=2
1860	8	18	13	0	0	1001.45	orig=332.99l|orig.time=2
1860	8	31	13	0	0	983.01	orig=326.86l|orig.time=2
1860	9	14	5	0	0	997.27	orig=331.6l|orig.time=6
1860	9	20	20	0	0	980.82	orig=326.13l|orig.time=9
1860	10	7	5	0	0	1000.67	orig=332.73l|orig.time=6
1860	10	11	13	0	0	972.1	orig=323.23l|orig.time=2
1860	11	1	6	0	0	998.68	orig=332.07l|orig.time=7
1860	11	25	19	0	0	965.84	orig=321.15l|orig.time=8
1860	12	9	13	0	0	959.68	orig=319.1l|orig.time=2
1860	12	30	13	0	0	1004.31	orig=333.94l|orig.time=2
1861	1	1	20	0	0	979.04	orig=325.54l|orig.time=9
1861	1	25	5	0	0	1008.34	orig=335.28l|orig.time=6
1861	2	1	20	0	0	1007.58	orig=335.03l|orig.time=9
1861	2	11	20	0	0	967.31	orig=321.64l|orig.time=9
1861	3	13	20	0	0	967.43	orig=321.68l|orig.time=9
1861	4	17	20	0	0	1002.35	orig=333.29l|orig.time=9
1861	4	23	13	0	0	974.65	orig=324.08l|orig.time=2
1861	5	1	5	0	0	1001.33	orig=332.95l|orig.time=6
1861	5	4	13	0	0	977.96	orig=325.18l|orig.time=2
1861	6	21	5	0	0	996.28	orig=331.27l|orig.time=6
1861	6	27	6	0	0	982.5	orig=326.69l|orig.time=6
1861	7	3	13	0	0	985.39	orig=327.65l|orig.time=2
1861	7	30	5	0	0	997.18	orig=331.57l|orig.time=6
1861	8	24	20	0	0	985.93	orig=327.83l|orig.time=9
1861	8	30	20	0	0	998.74	orig=332.09l|orig.time=9
1861	9	13	20	0	0	997.66	orig=331.73l|orig.time=9
1861	9	26	6	0	0	985.54	orig=327.7l|orig.time=6
1861	10	13	5	0	0	1004.01	orig=333.84l|orig.time=6
1861	10	31	13	0	0	984.34	orig=327.3l|orig.time=2
1861	11	9	20	0	0	974.65	orig=324.08l|orig.time=9
1861	11	20	20	0	0	1007.13	orig=334.88l|orig.time=9
1861	12	19	6	0	0	973.87	orig=323.82l|orig.time=6
1861	12	31	20	0	0	1004.58	orig=334.03l|orig.time=9
1862	1	4	13	0	0	973.51	orig=323.7l|orig.time=2
1862	1	28	20	0	0	1005.69	orig=334.4l|orig.time=9
1862	2	4	20	0	0	1002.08	orig=333.2l|orig.time=9
1862	2	8	13	0	0	984.04	orig=327.2l|orig.time=2
1862	3	6	13	0	0	996.97	orig=331.5l|orig.time=2
1862	3	29	6	0	0	969.3	orig=322.3l|orig.time=6
1862	4	15	20	0	0	980.43	orig=326l|orig.time=9
1862	4	26	5	0	0	998.47	orig=332l|orig.time=6
1862	5	1	20	0	0	1003.28	orig=333.6l|orig.time=9
1862	5	12	20	0	0	980.13	orig=325.9l|orig.time=9
1862	6	8	5	0	0	997.27	orig=331.6l|orig.time=6
1862	6	19	6	0	0	976.52	orig=324.7l|orig.time=6
1862	7	11	6	0	0	983.13	orig=326.9l|orig.time=6
1862	7	26	5	0	0	1000.28	orig=332.6l|orig.time=6
1862	8	2	20	0	0	994.86	orig=330.8l|orig.time=9
1862	8	18	6	0	0	982.23	orig=326.6l|orig.time=6
1862	9	7	6	0	0	985.24	orig=327.6l|orig.time=6
1862	9	30	20	0	0	998.77	orig=332.1l|orig.time=9
1862	10	4	5	0	0	1006.29	orig=334.6l|orig.time=6
1862	10	19	13	0	0	984.94	orig=327.5l|orig.time=2
1862	11	7	5	0	0	996.07	orig=331.2l|orig.time=6
1862	11	26	6	0	0	971.71	orig=323.1l|orig.time=6
1862	12	17	5	0	0	1012.61	orig=336.7l|orig.time=6
1862	12	21	6	0	0	969.3	orig=322.3l|orig.time=6
1863	1	19	13	0	0	974.71	orig=324.1l|orig.time=2
1863	1	27	5	0	0	1010.2	orig=335.9l|orig.time=6
1863	2	9	6	0	0	989.45	orig=329l|orig.time=6
1863	2	21	5	0	0	1010.2	orig=335.9l|orig.time=6
1863	3	16	6	0	0	960.88	orig=319.5l|orig.time=6
1863	3	24	13	0	0	1007.19	orig=334.9l|orig.time=2
1863	4	1	20	0	0	999.37	orig=332.3l|orig.time=9
1863	4	7	20	0	0	984.64	orig=327.4l|orig.time=9
1863	5	24	13	0	0	973.51	orig=323.7l|orig.time=2
1863	5	28	5	0	0	1001.18	orig=332.9l|orig.time=6
1863	6	20	13	0	0	983.13	orig=326.9l|orig.time=2
1863	6	25	5	0	0	999.37	orig=332.3l|orig.time=6
1863	7	2	5	0	0	1000.58	orig=332.7l|orig.time=6
1863	7	18	20	0	0	980.13	orig=325.9l|orig.time=9
1863	8	8	5	0	0	998.47	orig=332l|orig.time=6
1863	8	21	13	0	0	980.43	orig=326l|orig.time=2
1863	9	13	20	0	0	1001.48	orig=333l|orig.time=9
1863	9	22	13	0	0	963.89	orig=320.5l|orig.time=2
1863	10	2	13	0	0	984.94	orig=327.5l|orig.time=2
1863	10	20	13	0	0	1003.88	orig=333.8l|orig.time=2
1863	11	11	20	0	0	976.82	orig=324.8l|orig.time=9
1863	11	20	5	0	0	1006.89	orig=334.8l|orig.time=6
1863	12	8	5	0	0	1009.6	orig=335.7l|orig.time=6
1863	12	22	20	0	0	981.03	orig=326.2l|orig.time=9
1864	1	1	NA	NA	0	982.98	orig=326.85l
1864	1	17	NA	NA	0	1013.18	orig=336.89l
1864	2	2	NA	NA	0	1011.46	orig=336.32l
1864	2	8	NA	NA	0	976.52	orig=324.7l
1864	3	14	NA	NA	0	1005.42	orig=334.31l
1864	3	28	NA	NA	0	962.83	orig=320.15l
1864	4	1	NA	NA	0	979.92	orig=325.83l
1864	4	23	NA	NA	0	999.34	orig=332.29l
1864	5	3	NA	NA	0	976.64	orig=324.74l
1864	5	18	NA	NA	0	996.4	orig=331.31l
1864	6	11	NA	NA	0	981.72	orig=326.43l
1864	6	18	NA	NA	0	997	orig=331.51l
1864	7	13	NA	NA	0	982.35	orig=326.64l
1864	7	31	NA	NA	0	998.59	orig=332.04l
1864	8	18	NA	NA	0	971.4	orig=323l
1864	8	28	NA	NA	0	998.59	orig=332.04l
1864	9	18	NA	NA	0	984.22	orig=327.26l
1864	9	23	NA	NA	0	999.67	orig=332.4l
1864	10	3	NA	NA	0	1001.12	orig=332.88l
1864	10	29	NA	NA	0	975.37	orig=324.32l
1864	11	15	NA	NA	0	966.98	orig=321.53l
1864	11	29	NA	NA	0	1000.49	orig=332.67l
1864	12	5	NA	NA	0	1007.49	orig=335l
1864	12	16	NA	NA	0	975.98	orig=324.52l
1865	1	8	NA	NA	0	1000.49	orig=332.67l
1865	1	17	NA	NA	0	965.99	orig=321.2l
1865	2	1	NA	NA	0	970.41	orig=322.67l
1865	2	24	NA	NA	0	1000.13	orig=332.55l
1865	3	4	NA	NA	0	999.28	orig=332.27l
1865	3	8	NA	NA	0	968.88	orig=322.16l
1865	4	6	NA	NA	0	1006.83	orig=334.78l
1865	4	30	NA	NA	0	983.95	orig=327.17l
1865	5	10	NA	NA	0	983.89	orig=327.15l
1865	5	22	NA	NA	0	1003.07	orig=333.53l
1865	6	9	NA	NA	0	1001.99	orig=333.17l
1865	6	30	NA	NA	0	975.31	orig=324.3l
1865	7	12	NA	NA	0	984.01	orig=327.19l
1865	7	14	NA	NA	0	1000.76	orig=332.76l
1865	8	23	NA	NA	0	984.43	orig=327.33l
1865	8	27	NA	NA	0	1000.79	orig=332.77l
1865	9	1	NA	NA	0	986.53	orig=328.03l
1865	9	27	NA	NA	0	1004.52	orig=334.01l
1865	10	4	NA	NA	0	996.58	orig=331.37l
1865	10	28	NA	NA	0	974.74	orig=324.11l
1865	11	1	NA	NA	0	981.15	orig=326.24l
1865	11	14	NA	NA	0	1010.8	orig=336.1l
1865	12	5	NA	NA	0	986.35	orig=327.97l
1865	12	9	NA	NA	0	1011.52	orig=336.34l
1866	1	20	NA	NA	0	968.22	orig=321.94l
1866	1	26	NA	NA	0	1010.71	orig=336.07l
1866	2	10	NA	NA	0	998.89	orig=332.14l
1866	2	28	NA	NA	0	975.34	orig=324.31l
1866	3	14	NA	NA	0	966.56	orig=321.39l
1866	3	26	NA	NA	0	998.23	orig=331.92l
1866	4	2	NA	NA	0	979.4	orig=325.66l
1866	4	17	NA	NA	0	1003.01	orig=333.51l
1866	5	2	NA	NA	0	970.41	orig=322.67l
1866	5	10	NA	NA	0	999.13	orig=332.22l
1866	6	10	NA	NA	0	1000.46	orig=332.66l
1866	6	17	NA	NA	0	978.41	orig=325.33l
1866	7	13	NA	NA	0	998.2	orig=331.91l
1866	7	29	NA	NA	0	978.62	orig=325.4l
1866	8	26	NA	NA	0	996.04	orig=331.19l
1866	8	29	NA	NA	0	978.2	orig=325.26l
1866	9	3	NA	NA	0	982.95	orig=326.84l
1866	9	25	NA	NA	0	994.71	orig=330.75l
1866	10	20	NA	NA	0	1004.94	orig=334.15l
1866	10	26	NA	NA	0	981.69	orig=326.42l
1866	11	8	NA	NA	0	1000.28	orig=332.6l
1866	11	17	NA	NA	0	977.93	orig=325.17l
1866	12	14	NA	NA	0	974.02	orig=323.87l
1866	12	19	NA	NA	0	1008.1	orig=335.2l
1867	1	16	NA	NA	0	969.9	orig=322.5l
1867	1	24	NA	NA	0	998.53	orig=332.02l
1867	2	7	NA	NA	0	975.83	orig=324.47l
1867	2	14	NA	NA	0	1010.98	orig=336.16l
1867	3	3	NA	NA	0	1001.21	orig=332.91l
1867	3	20	NA	NA	0	972.7	orig=323.43l
1867	4	9	NA	NA	0	971.13	orig=322.91l
1867	4	13	NA	NA	0	998.98	orig=332.17l
1867	5	7	NA	NA	0	1001.6	orig=333.04l
1867	5	27	NA	NA	0	976.28	orig=324.62l
1867	6	12	NA	NA	0	996.28	orig=331.27l
1867	6	15	NA	NA	0	978.05	orig=325.21l
1867	7	1	NA	NA	0	995.49	orig=331.01l
1867	8	7	NA	NA	0	975.83	orig=324.47l
1867	8	19	NA	NA	0	998.02	orig=331.85l
1867	9	20	NA	NA	0	972.7	orig=323.43l
1867	9	29	NA	NA	0	998.47	orig=332l
1867	10	26	NA	NA	0	1002.62	orig=333.38l
1867	10	28	NA	NA	0	971.22	orig=322.94l
1867	11	17	NA	NA	0	981.36	orig=326.31l
1867	11	24	NA	NA	0	1003.34	orig=333.62l
1867	12	1	NA	NA	0	999.49	orig=332.34l
1867	12	3	NA	NA	0	971.43	orig=323.01l
1868	1	16	NA	NA	0	1009.54	orig=335.68l
1868	1	20	NA	NA	0	962.95	orig=320.19l
1868	2	5	NA	NA	0	1006.56	orig=334.69l
1868	2	23	NA	NA	0	990.26	orig=329.27l
1868	3	6	NA	NA	0	972.13	orig=323.24l
1868	3	13	NA	NA	0	1002.83	orig=333.45l
1868	4	9	NA	NA	0	971.07	orig=322.89l
1868	4	22	NA	NA	0	999.91	orig=332.48l
1868	5	2	NA	NA	0	999.04	orig=332.19l
1868	5	12	NA	NA	0	984.34	orig=327.3l
1868	6	9	NA	NA	0	984.7	orig=327.42l
1868	6	20	NA	NA	0	996.16	orig=331.23l
1868	7	24	NA	NA	0	993.9	orig=330.48l
1868	7	29	NA	NA	0	980.46	orig=326.01l
1868	8	9	NA	NA	0	997.03	orig=331.52l
1868	8	23	NA	NA	0	981.6	orig=326.39l
1868	9	2	NA	NA	0	998.47	orig=332l
1868	9	15	NA	NA	0	983.61	orig=327.06l
1868	10	19	NA	NA	0	977.33	orig=324.97l
1868	10	31	NA	NA	0	1001.51	orig=333.01l
1868	11	1	NA	NA	0	1003.64	orig=333.72l
1868	11	8	NA	NA	0	967.25	orig=321.62l
1868	12	11	NA	NA	0	1004.01	orig=333.84l
1868	12	23	NA	NA	0	972.25	orig=323.28l
